.	O

Cmentarz	1
przecina	I0ć
już	O
kilka	O
alejek	R1ekR0ka
z	O
kostki	R0ia
betonowej	R1eyD0j
.	O

Były	1
dyrektor	O
żąda	I0ć
przywrócenia	D3eD2nR0ać
do	O
pracy	R0ya
.	O

Uczyniło	R1łćD0o
się	O
raptem	O
cicho	O
.	O

Po	1
obu	R0ua
jej	R2joR1enD0j
stronach	D1cD0h
widać	O
było	R1łćD0o
bunkry	R1riR0yeI0r
.	O

Ziewając	R2jćD1ąD0c
zasypiali	R1lćD0i
;	O
cicho	O
,	O
nie	O
skrzypnąwszy	R3wćD2sD1zD0y
nawet	O
,	O
otworzyły	R1łćD0y
się	O
drzwi	O
.	O

W	1
pewnej	R2niR0jn
chwili	R0ia
słyszy	R0yeI0ć
za	O
sobą	R2oiI2eR0ąiI0e
szybki	O
jazgot	O
peema	D0a
.	O

Ma	R0aiI0eI0ć
dopiero	O
trzy	O
dni	R1nzI0eI0ń
.	O

Prof.	R0.eI0sI0oI0r
Mmaa	O
milczał	R1aeR0łć
chwilę	R0ęa
.	O

-	O
Mój	1
mężu	R2ęąD0u
,	O
czy	O
naprawdę	O
będziemy	R6ęyR5dćD4zD3iD2eD1mD0y
mieszkać	O
u	O
górali	D0i
?	O

W	1
ostatnich	D1cD0h
latach	R5lrR4aoR3tkD2aD1cD0h
w	O
Polsce	↑R1ckR0ea
nie	O
powstał	R0łć
żaden	O
klub	O
hokejowy	O
.	O

Zdjęła	R2ęąR1łćD0a
kapelusz	O
,	O
odetchnęła	R2ęąR1łćD0a
z	O
ulgą	R0ąa
.	O

Biorę	R3irR2oaR1rćD0ę
torbę	R0ęa
i	O
wychodzę	R0ęiI0ć
.	O

Polscy	R1ckR0yi
tenisiści	R2śsR1ctR0ia
Gąsiorek	O
i	O
Orlikowski	O
startowali	R1lćD0i
bez	O
powodzenia	R0ae
w	O
turnieju	D0u
aleksandryjskim	D0m
.	O

Widać	1
,	O
że	O
gabinet	O
Millera	↑D0a
stopniowo	O
traci	I0ć
kontakt	O
z	O
rzeczywistością	R2cćD1iD0ą
.	O

Sądził	R0łć
em	R1ebR0myI0ć
,	O
że	O
szarość	O
nie	O
powinna	R1niR0aeI0n
być	O
niema	R0ay
.	O

Nagle	1
drzwi	O
kabiny	R0ya
pilota	D0a
otworzyły	R1łćD0y
się	O
.	O

Wynajmujemy	R4uoR3jwR2eaR1mćD0y
pokój	O
prywatny	O
w	O
biurze	R1zoD0e
obsługi	R0ia
turystów	R1óaD0w
.	O

W	1
ciszy	R0ya
zapadającego	R5jćD4ąD3cD2eD1gD0o
wieczoru	R2oóD0u
głos	O
się	O
roznosił	R0łć
i	O
każde	R0ey
słowo	O
słychać	O
było	R1łćD0o
z	O
daleka	R0ai
.	O

Chodź	R0źzI0iI0ć
,	O
Hari	O
,	O
podrzucę	R0ęiI0ć
cię	R2ctR1iyD0ę
do	O
domu	D0u
.	O

Ty	1
się	O
wstydzisz	R1sćD0z
?	O
!	O

Stłuces	D1eD0s
głobe	R1bwR0ea
!	O

Otworzył	R0łć
usta	O
i	O
siedział	R1aeR0łć
w	O
najwyższym	D9nD8aD7jD4żR2zoR1ykR0mi
osłupieniu	R0ue
.	O

Ten	1
fizyczny	O
ból	O
sprawiał	R0łć
mu	R1moR0un
nawet	O
przyjemność	O
.	O

Nie	1
umiem	R0mć
jeździć	O
,	O
nart	I0a
nie	O
mam	R1aiR0meI0ć
.	O

Sprawę	R0ęa
znam	R0mć
z	O
relacji	R0ia
mojej	R3oóD2jD1e
Irenki	↑R0ia
.	O

Od	1
1998	O
roku	D0u
funkcjonuje	R2uoR1jwR0eaI0ć
w	O
FSB	O
wydział	O
bezpieczeństwa	R0ao
komputerowego	R2eyD1gD0o
i	O
informacyjnego	R2eyD1gD0o
.	O

-	O
Tylko	1
na	O
noc	O
wynoszą	R1ziR0ąć
cię	R2ctR1iyD0ę
z	O
łóżkiem	R2ioD1eD0m
z	O
pokoju	R2oóD0u
.	O

Sebastian	O
za	O
tydzień	O
obchodził	R0łć
by	O
urodziny	O
.	O

Minibus	1
odjeżdża	I0ć
.	O

A	1
PKS	O
również	O
ma	R0aiI0eI0ć
swoje	R2oóD0e
przepisy	D0y
,	O
kierowca	O
musi	I0eI0ć
po	O
pewnej	R2niR0jn
ilości	R1cćD0i
godzin	I0a
odpocząć	O
.	O

-	O
Zamilkły	R1łnR0yąI0ć
obie	R1iaD0e
na	O
chwilę	R0ęa
.	O

W	1
pracy	R0ya
pytano	R1nćD0o
mnie	R3mjR2naD1iD0e
,	O
dlaczego	O
tak	O
źle	O
wyglądam	R0mć
.	O

Tylko	1
w	O
przysłowiu	R0ue
kot	O
zawsze	O
spada	I0ć
na	O
cztery	O
łapy	R0ya
.	O

El	O
szła	R3siR2zśR1łćD0a
za	O
nim	R2noR1inD0m
.	O

Wiem	I3iI3eI3dI3zR0mć
,	O
że	O
tu	O
przyjdziecie	R6dśR5zćD4iD3eD2cD1iD0e
.	O

Po	1
co	O
przychodzą	R0ąiI0ć
?	O

Cała	R0ay
Warszawa	O
śmiała	R1łćD0a
się	O
z	O
tych	R2yeR1cnD0h
złośliwych	D1cD0h
podarunków	R2keR1ókD0w
.	O

Dziewczyna	1
wysupłała	R1łćD0a
zza	O
dekoltu	D0u
banknoty	D0y
dziesięciomarkowe	R0ey
.	O

Wykluczenie	R3eyR2nćD1iD0e
alergenu	D0u
z	O
otoczenia	R0ae
chorego	R2eyD1gD0o
jest	R3jbR2eyR1sćD0t
trudne	R0ey
.	O

Przed	1
dom	O
nad	O
rzeczką	R0ąa
zajeżdża	I0ć
samochód	O
.	O

Społeczeństwo	1
i	O
państwo	O
nie	O
może	R2oóR1żcD0e
dłużej	R2żgR1eoD0j
tolerować	O
swobody	R0ya
wywrotowców	R2ciR1óeR0wc
,	O
wichrzycieli	D0i
i	O
awanturników	D1óD0w
.	O

To	1
szpital	O
,	O
a	O
to	O
łóżko	O
i	O
ona	D0a
w	O
nim	R2noR1inD0m
leży	R0yeI0ć
.	O

-	O
Ja	1
ich	R2ioR1cnD0h
nie	O
obgaduję	R2uyR1jwR0ęaI0ć
.	O

Złapał	R0łć
za	O
klamkę	R0ęa
.	O

Podobały	R1łćD0y
jej	R2joR1enD0j
się	O
ogrody	R2oóD0y
otaczające	R3jćD2ąD1cD0e
stare	R0ey
wille	R0ea
.	O

-	O
Dziękuję	R2uoR1jwR0ęaI0ć
!	O

-	O
Chrapie	R1iaR0eć
.	O

Nikt	1
nie	O
lubi	I0ć
spowiadać	O
się	O
u	O
niego	R4noR3inD2eD1gD0o
.	O

Narrator	1
zaczyna	I0ć
w	O
końcu	R2ńnR1ciR0ueI0c
rozumieć	O
,	O
że	O
to	O
jest	R3jbR2eyR1sćD0t
telefon	O
do	O
niego	R4noR3inD2eD1gD0o
.	O

Andrzej	O
Lepper	O
miał	R1aeR0łć
zamówić	O
wiersze	D0e
podczas	O
swoich	R3oóR2ijD1cD0h
urodzin	I0y
.	O

Zaniżają	R1jćD0ą
lub	O
w	O
ogóle	R1lłD0e
nie	O
wypłacają	R1jćD0ą
ekwiwalentów	D1óD0w
za	O
niewykorzystane	D14nD13iD12eR1nćD0e
urlopy	D0y
.	O

Przepędźcie	R3źzD2cR0eć
baby	R0ya
!	O

Tego	D2eD1g
sen	O
nie	O
pokazuje	R2uyR1jwR0eaI0ć
.	O

-	O
Musisz	R1seR0zć
.	O

Będzie	R4ęyR3dćD2zD1iD0e
szybciej	R3ckR2ioD1eD0j
?	O

Usiadł	R2aąR1dśR0łć
,	O
nie	O
podając	R2jwR1ąaR0cć
ręki	R0ia
.	O

Oczywiście	1
,	O
określenie	O
to	R0oeI0n
jest	R3jbR2eyR1sćD0t
bardzo	O
umowne	R0ey
.	O

Był	R0łć
Szulkin	O
.	O

-	O
A	1
może	O
jemu	R3joR2enD1mD0u
kocicy	R0ya
zachciawszy	R4aeR3wćD2sD1zD0y
sia	R0aę
?	O
!	O

Rodzice	D0e
ze	D0e
wzruszeniem	D0m
prezentowali	R1lćD0i
dziennikarzom	D1oD0m
swoje	R2oóD0e
maleństwa	R0ao
i	O
dziękowali	R1lćD0i
za	O
pomoc	O
.	O

Była	R1łćD0a
Marusia	O
.	O

Ludzie	R5lcR4uzR3dłR2zoI2wI0k
chcieli	R1lćD0i
tej	R0jn
normalności	R1cćD0i
,	O
nikt	O
nie	O
strajkował	R0łć
z	O
lekkim	D0m
sercem	D0m
.	O

-	O
Dokładnie	1
sprawdzamy	R1mćD0y
ten	O
przypadek	O
.	O

W	1
opisywanej	R2nćD1eD0j
już	O
szczegółowo	O
scenie	R1iaD0e
przy	O
stole	R2oóR1lłD0e
każda	R0ay
mówi	I0ć
w	O
innym	D0m
języku	D0u
.	O
.	O
.	O

-	O
Wypalił	R0łć
em	R1ebR0myI0ć
.	O

Rohan	O
widział	R1aeR0łć
błyskanie	R2nćD1iD0e
świateł	R1ełR0ło
korytarza	D0a
w	O
jego	R3joR2enD1gD0o
szkłach	R2aoD1cD0h
.	O

Co	1
teraz	O
będzie	R4ęyR3dćD2zD1iD0e
dalej	R0jkI0o
?	O

Decyzje	R0ea
personalne	R0ey
,	O
które	R0ey
trudno	O
odwrócić	O
.	O

Przez	1
jakiś	O
czas	O
Fu	O
Czau	O
szeptem	D1eD0m
rozmawiał	R0łć
z	O
ojcem	I2iR0mc
.	O

Przyjdziesz	R5dśR4zćD3iD2eD1sD0z
dziś	O
po	O
obiedzie	R4eaD2zD1iD0e
?	O

Są	R1sbR0ąyI0ć
to	O
Singapur	O
i	O
Jordania	O
.	O

W	1
zimną	R0ąy
wodę	R0ęa
by	O
trzeba	O
.	O

Ale	1
wtedy	O
mówił	R0łć
em	R1ebR0myI0ć
po	O
prostu	R0uy
,	O
że	O
będzie	R4ęyR3dćD2zD1iD0e
gorzej	R5gźR4olD3rD2zD0j
.	O

Chodź	R0źzI0iI0ć
zobaczyć	O
.	O

Czytasz	R1sćD0z
te	I0n
słowa	R0ao
.	O

-	O
Już	1
kończę	R0ęyI0ć
.	O

Zaczynam	R0mć
pracę	R0ęa
nad	O
nowym	D0m
spektaklem	D1eD0m
.	O

W	1
tym	R1yeR0mn
kraju	D0u
chirurgia	O
zupełnie	O
się	O
nie	O
opłaca	I0ć
.	O

Wracając	R2jćD1ąD0c
zauważył	R0łć
em	R1ebR0myI0ć
,	O
że	O
dziewczyna	O
osuwa	I0ć
się	O
ze	D0e
stołka	R1keR0ak
.	O

Cóż	1
znaczyło	R1łćD0o
ośmiu	R3śsR2miR1ieR0um
ludzi	R4lcR3uzR2dłR1zoI1wI0eI0k
wobec	O
zbrojnych	D1cD0h
i	O
groźnych	D1cD0h
tysięcy	R2ęąD0y
?	O

A	1
znał	R0łć
arytmetykę	R0ęa
?	O

I	1
co	O
załatwił	R0łć
?	O

Sięgnął	R0łć
do	O
kontaktu	D0u
.	O

Radosny	1
uśmiech	O
nie	O
gościł	R0łć
jednak	O
na	O
twarzy	D0y
pana	D0a
Adama	↑D0a
.	O

Wiele	1
projektował	R0łć
em	R1ebR0myI0ć
,	O
sporo	O
podróżował	R0łć
em	R1ebR0myI0ć
.	O

Przegrała	R1łćD0a
m	R0mbI0yI0ć
po	O
raz	O
kolejny	O
.	O

–	O
grenat	O
to	O
będzie	R4ęyR3dćD2zD1iD0e
granat	O
.	O

A	1
może	O
,	O
gdyby	O
m	R0mbI0yI0ć
się	O
przemógł	R1gcD0ł
,	O
potłumił	R0łć
by	O
m	R0mbI0yI0ć
jej	R2joR1enD0j
zaklęcia	R0ae
?	O

Wystarczyło	R1łćD0o
paru	R0uę
lat	R2lrR1aoR0tk
,	O
aby	O
konkret	O
został	R0łć
wyklęty	R2ęąR1tćD0y
.	O

-	O
To	1
nasza	D0a
wina	O
.	O

Nie	1
znaleziono	R4zźR3ićD2oD1nD0o
ciała	R0ao
.	O

Ktoś	1
za	O
plecami	R2ayD1mD0i
Bogorii	↑R0ia
westchnął	R0łć
rzewnie	O
.	O

Obecnie	1
pracuje	R2uoR1jwR0eaI0ć
u	O
dwóch	R2óaD1cD0h
kobiet	I0a
.	O

Potem	1
wrócili	R1lćD0i
.	O

Kto	1
wygrał	R0łć
wybory	O
samorządowe	R0ey
?	O

W	1
gasnącym	R2cćD1yD0m
świetle	R3eaR1lłR0eo
rakiety	R0ya
uniosły	R3oeR2sśR1łćD0y
się	O
zaciśnięte	R5śsR3iąR2ęćD1tD0e
pięści	R1cćD0i
.	O

Nie	1
puszczamy	R1mćD0y
w	O
powietrze	O
materiałów	D1óD0w
obciążających	R5jćD4ąD3cD2yD1cD0h
.	O

Zakrzewski	O
stał	R0łć
już	O
na	O
miejscu	R0ue
z	O
kubkiem	D3kD2iR0mk
.	O

-	O
Tak	1
pomyślała	R2aeR1łćD0a
.	O

Sasza	O
przystanął	R0łć
.	O

Chciał	R1aeR0łć
by	O
m	R0mbI0yI0ć
ofiarować	O
je	R1joR0en
Sally	O
.	O

–	O
a	O
czy	O
jakaś	R1ai
historia	O
łączy	I0ć
się	O
z	O
tą	R0ąeI0n
sową	R0ąa
?	O

Jednak	1
do	O
dziś	O
ta	R0aeI0n
sugestia	O
pozostaje	R1jwR0eaI0ć
wysoce	O
spekulatywna	R0ay
.	O

-	O
Czy	1
chce	I1iI0ć
otrzymać	O
azyl	O
w	O
Danii	↑R0ia
?	O

Tym	1
częściej	R4śsR3ctR2ioD1eD0j
zadają	R1jwR0ąaI0ć
pytania	R0ae
.	O

Był	R0łć
wzywany	R1nćD0y
do	O
Seneki	↑R0ia
.	O
.	O
.	O

„	O
Pogadam	R0mć
ze	D0e
Stanleyem	↑D1eD0m
.	O

Rzadko	1
je	R1joR0en
to	O
uszczęśliwia	I0ć
,	O
często	O
się	O
buntują	R2uoR1jwR0ąaI0ć
i	O
wtedy	O
cała	R0ay
rodzina	O
ma	R0aiI0eI0ć
problemy	D0y
.	O

Zacierał	R0łć
em	R1ebR0myI0ć
ręce	R1ckR0ea
.	O

Berlińczykom	D1oD0m
spodobała	R1łćD0a
się	O
ta	R0aeI0n
otwartość	O
.	O

W	1
zeszłym	D0m
roku	D0u
w	O
Cieszynie	↑D1iD0e
zawiązał	R0łć
się	O
CKH	O
i	O
występował	R0łć
w	O
naszej	D1eD0j
II	O
lidze	R2dgR1zaD0e
.	O

W	1
Tczewie	↑D1iD0e
w	O
Radzie	R2zaD1iD0e
Miejskiej	D1eD0j
zasiada	I0ć
23	O
radnych	D1cD0h
.	O

-	O
Czytał	R0łć
em	R1ebR0myI0ć
w	O
gazecie	R2ctR1iaD0e
.	O

Wyszli	R3sjR2zśR1lćD0i
po	O
godzinie	R1iaD0e
.	O

-	O
Pan	1
Tadzio	O
buja	I0ć
tylko	O
o	O
rybach	D1cD0h
.	O

Franek	O
zaśmiał	R0łć
się	O
tak	O
serdecznie	O
,	O
że	O
aż	O
mu	R1moR0un
trzy	O
popielniczki	R0ia
spadły	R2dśR1łćD0y
na	O
podłogę	R0ęa
.	O

Podobno	1
kilku	R0ua
wrogich	D1cD0h
parafian	I1nI1i
uprzykrzało	R1łćD0o
mu	R1moR0un
życie	O
.	O

Może	R2oóR1żcD0e
ich	R2ioR1cnD0h
zgubić	O
choćby	O
zapach	O
palącego	R4ąiR3cćD2eD1gD0o
papierosy	D0y
.	O

Usiedli	R3eąR2dśR1lćD0i
obydwaj	D0j
przy	O
herbacie	R2ctR1iaD0e
zaparzonej	R3oyR2nćD1eD0j
w	O
grubych	D1cD0h
szklankach	D1cD0h
.	O

Internetowego	R2eyD1gD0o
pirata	D0a
złapała	R1łćD0a
łódzka	R0ai
policja	O
.	O

I	1
ojciec	O
szedł	R4siR3zśR2ećD1dD0ł
.	O

-	O
Ale	1
ty	O
w	O
Boga	↑R2oóD0a
nie	O
wierzysz	R1sćD0z
.	O

Do	1
dzisiaj	O
pamięta	I0ć
tamte	I0n
myśli	D0i
.	O

Wyschły	R1łnR0yąI0ć
źródła	R0ao
.	O

Na	1
dole	R2oóR1lłD0e
jest	R3jbR2eyR1sćD0t
moja	R2oóD0a
prywatna	R0ay
plaża	O
.	O

Zawód	1
odmalował	R0łć
się	O
na	O
twarzy	D0y
Feliksa	↑D0a
.	O

Prowadził	R0łć
też	O
agencję	R0ęa
reklamową	R0ąy
.	O

Rozległ	R1gcD0ł
się	O
śmiech	O
i	O
posypały	R1łćD0y
się	O
żarty	D0y
i	O
powieści	R1cćD0i
,	O
i	O
czas	O
umykał	R0łć
,	O
a	O
z	O
nim	R2noR1inD0m
wynosili	R1lćD0i
się	O
powoli	O
ze	D0e
sklepu	D0u
chłopi	D0i
,	O
aż	O
pozostał	R0łć
w	O
nim	R2noR1inD0m
tylko	O
Grzymek	O
i	O
Tomek	O
.	O

to	O
jest	R3jbR2eyR1sćD0t
pryszcz	O
.	O
.	O

-	O
Kogo	R2otD1g
oskarżać	O
mam	R1aiR0meI0ć
?	O

W	1
ich	R2ioR1cnD0h
miejsce	O
wchodzi	I0ć
na	O
ogół	O
religia	O
,	O
często	O
w	O
formie	R1iaD0e
takiego	D2eD1gD0o
czy	O
innego	R2eyD1gD0o
fundamentalizmu	D0u
.	O

Nie	1
chciał	R1aeR0łć
em	R1ebR0myI0ć
panu	D0u
zaszkodzić	O
.	O

–	O
Nie	1
wiem	I3iI3eI3dI3zR0mć
.	O

Oczywiście	1
można	O
ośmieszyć	O
wszystko	O
i	O
siebie	O
też	O
.	O

Zawahała	R1łćD0a
się	O
na	O
moment	O
.	O

Co	1
mi	R1mjR0ia
proponujesz	R4uoR3jwR2eaR1sćD0z
?	O

Trzeba	1
obecnie	O
więcej	O
uwagi	R0ia
zwrócić	O
na	O
urbanistykę	R0ęa
.	O

Ani	1
mu	R1moR0un
się	O
śniło	R1łćD0o
opowiadać	O
o	O
słonecznej	R1eyD0j
wiośnie	R3śsR1iaD0e
.	O

Deser	1
zostanie	R2nćD1iD0e
podany	R1nćD0y
po	O
sprzątnięciu	R4iąR3ęćD2cD1iD0u
talerza	D0a
głównego	R2eyD1gD0o
.	O

–	O
kto	O
zaryzykował	R0łć
?	O

Tak	1
samo	O
myślą	R0ąeI0ć
mieszkańcy	R2ńnR1ciR0yeI0c
.	O

A	1
jak	O
wycenić	O
straty	R0ya
na	O
zdrowiu	R0ue
?	O

A	1
dlaczego	O
małżeństwo	O
z	O
Szymonem	↑D1eD0m
miało	R2aeR1łćD0o
by	O
kolidować	O
z	O
tymi	R2yeR1mnD0i
planami	D2aD1mD0i
?	O

Uklękła	R1łnR0aąI0ć
.	O
.	O
.	O

-	O
Wolał	R1aeR0łć
by	O
m	R0mbI0yI0ć
o	O
tym	R1yoD0m
nie	O
mówić	O
.	O

W	1
każdej	R1eyD0j
chwili	R0ia
mogę	R2oóR1gcD0ę
zostać	O
szoferem	D1eD0m
w	O
Prezydium	1
Rady	R0ya
Ministrów	R2reR1órD0w
.	O

Tak	1
jak	O
w	O
ubiegłym	D0m
roku	D0u
może	R2oóR1żcD0e
nie	O
starczyć	O
pieniędzy	R3ęąD0y
na	O
grudniowe	R0ey
pensje	R0ea
dla	O
nauczycieli	D0i
.	O

Piękny	1
Lolo	O
z	O
trudem	D1eD0m
dźwignął	R0łć
się	O
na	O
nogi	R0ia
.	O

Podróżujący	R4uoR3jwR2ąaR1cćD0y
pierwszą	R0ąy
klasą	R0ąa
będą	R2ęyR1dćD0ą
odtąd	O
mogli	R3oóR2gcD1lD0i
wypoczywać	O
podczas	O
lotu	D0u
na	O
rozkładanych	R3nćD2yD1cD0h
podwójnych	D1cD0h
siedzeniach	R2aeD1cD0h
.	O

Partyzanci	R1ctD0i
nie	O
przyjechali	R1lćD0i
.	O

-	O
A	1
kto	O
ci	R1ctR0iy
o	O
nich	R3noR2inD1cD0h
powiedział	R1aeR0łć
?	O

Wystarczy	I0ć
wybrać	O
dwa	O
dobre	R0ey
,	O
by	O
pokryć	O
ogniem	D3nR0mń
wszystkie	R2keR1ikD0e
wyjścia	R0ae
.	O

Zaczyna	I0ć
się	O
.	O

Nie	1
mogła	R3oóR2gcD1łD0a
trafić	O
lepiej	R5ldR4eoR3pbR2irR1ezR0je
.	O

cały	O
czas	O
mieli	R1lćD0i
śmy	R2śbR1myR0yć
Rafała	↑D0a
ten	O
tapczan	O
.	O

Dla	1
mnie	R3mjR2naD1iD0e
to	O
bujda	O
na	O
resorach	D2aD1cD0h
.	O

Nikt	1
nie	O
jest	R3jbR2eyR1sćD0t
doskonały	O
.	O

majteczek	R1ekR0ki
jeszcze	O
nie	O
robiła	R1łćD0a
m	R0mbI0yI0ć
.	O
.	O

co	O
ja	O
mam	R1aiR0meI0ć
?	O

Ach	1
,	O
od	O
dawna	R0ay
to	O
m	R0mbI0yI0ć
już	O
czuł	R0łć
!	O

Wędrował	R0łć
po	O
Tatrach	↑R2ayD1cD0h
od	O
1914	O
r.	R0.oI0k
,	O
wspinał	R0łć
się	O
od	O
1924	O
.	O

Niedługo	1
kasa	O
popłynie	R1iąR0eć
jeszcze	O
większym	R7wdR6iuR5ężD4kD3sD2zD0m
strumieniem	D5iD4eD3nR0mń
.	O

Bo	1
nie	O
potrafi	I0ć
usiąść	O
normalnie	O
na	O
sedesie	D1iD0e
.	O

O	1
zawilgoceniu	D3eD2nR0uć
gruntu	D0u
i	O
budynków	R2keR1ókD0w
informowali	R1lćD0i
jedynie	O
archeolodzy	R2dgD1zD0y
prowadzący	R2ąiR1cćD0y
wykopaliska	R0ao
na	O
starówce	R1ckR0ea
.	O

Bo	1
tylko	O
on	O
pracuje	R2uoR1jwR0eaI0ć
w	O
całym	D0m
przedsiębiorstwie	R1ioD0e
.	O

Władze	R0ea
bały	R1łćD0y
się	O
tam	O
zaglądać	O
,	O
a	O
jedyne	R0ey
prawo	O
wyznaczał	R0łć
pistolet	O
czy	O
karabin	O
.	O

Zauważył	R0łć
Sielecki	O
.	O

Stary	1
znowu	O
milczał	R1aeR0łć
jakiś	O
czas	O
.	O

-	O
Przepraszam	R0mć
,	O
jeżeli	O
źle	O
zrozumiał	R1aeR0łć
em	R1ebR0myI0ć
.	O

-	O
Masz	R2aiR1seR0zć
się	O
o	O
niego	R4noR3inD2eD1gD0o
nie	O
martwić	O
,	O
słyszał	R1aeR0łć
eś	R1ebR0śyI0ć
?	O

–	O
W	1
tej	R0jn
chwili	R0ia
dotyczą	R0ąyI0ć
one	D0e
głównie	O
wakacji	R0ie
.	O

Codziennie	1
na	O
polickich	D1cD0h
drogach	D1cD0h
dochodzi	I0ć
do	O
około	O
180	O
wypadków	R2keR1ókD0w
.	O

Czterech	R2eyD1cD0h
braci	R1ctD0i
Gąsienniców	↑R1óaD0w
wezwano	R1nćD0o
na	O
komisję	R0ęa
poborową	R0ąa
.	O

Dziś	1
wyjątkowo	O
przegrał	R0łć
em	R1ebR0myI0ć
.	O

Postaramy	R1mćD0y
się	O
spełnić	O
jej	R2joR1enD0j
życzenie	O
.	O

Czy	1
ją	R1joR0ąn
kiedyś	O
spotkała	R1łćD0a
m	R0mbI0yI0ć
?	O

A	1
ty	O
przecież	O
zwykły	O
nie	O
jesteś	R5jbR4eyR3sćD2tD1eD0ś
.	O

Podajemy	R3jwR2eaR1mćD0y
w	O
miseczkach	D1cD0h
lub	O
na	O
talerzach	D2aD1cD0h
.	O

Na	1
zakupy	D0y
zabierajmy	R2jćD1mD0y
ze	D0e
sobą	R2oiI2eR0ąiI0e
koszyk	O
lub	O
płócienną	R0ąy
torbę	R0ęa
.	O

Ma	R0aiI0eI0ć
,	O
bo	O
poszczególne	R0ey
akty	D0y
mogą	R2oóR1gcD0ą
być	O
lepsze	R5ldR4eoR3pbR2srR1zyD0e
lub	O
gorsze	R5gzR4ołR3ryD2sD1zD0e
.	O

Grenlandia	O
nie	O
zniknie	R1iąR0eć
.	O

pewnie	O
pan	O
je	R1joR0en
zna	I0ć
.	O

–	O
wrażenie	O
było	R1łćD0o
piorunujące	R4uoR3jwR2ąaR1cćD0e
.	O
.	O

Pieściła	R1łćD0a
m	R0mbI0yI0ć
się	O
z	O
chłopakiem	D2iD1eD0m
w	O
czasie	O
moich	R3oóR2ijD1cD0h
dni	R1nzI0eI0ń
płodnych	D1cD0h
.	O

Podobne	R0ey
zdanie	O
wyraził	R0łć
przed	O
chwilą	R0ąa
mój	O
przedmówca	O
.	O

Hotel	1
został	R0łć
otoczony	R2oyR1nćD0y
.	O

Tom	O
nie	O
odezwał	R0łć
się	O
już	O
więcej	R5wdR4iuR3ężR2coD1eD0j
do	O
babiny	R0ya
.	O

Jestem	R5jbR4eyR3sćD2tD1eD0m
posłuszny	O
i	O
staram	R0mć
się	O
nie	O
sprzeciwiać	O
.	O

Dlaczego	1
ZUS	O
nie	O
zrobił	R0łć
tego	D2eD1g
za	O
jednym	R2neR1ynD0m
razem	D1eD0m
?	O

Obniża	I0ć
cenę	R0ęa
do	O
połowy	R0ya
,	O
chociaż	O
cena	O
zależy	R0yeI0ć
też	O
od	O
stanu	D0u
podręcznika	D0a
.	O

–	O
sukienkę	R0ęa
też	O
ma	R0aiI0eI0ć
?	O

Podkreśla	I0ć
,	O
że	O
duże	R0ey
znaczenie	O
ma	R0aiI0eI0ć
także	O
klasa	O
gleby	R0ya
.	O

Jeszcze	1
myślał	R1aeR0łć
.	O

-	O
Będzie	R4ęyR3dćD2zD1iD0e
można	O
tutaj	O
poprosić	O
pana	D0a
o	O
udostępnienie	D5nD4iD3eR0eć
komisji	R0ia
.	O
.	O
.	O

Nie	1
odejdziemy	R5dśR4zćD3iD2eD1mD0y
stąd	O
,	O
nie	O
uwolnimy	R1mćD0y
się	O
od	O
jej	R2joR1enD0j
urody	R0ya
i	O
nawet	O
tego	D2eD1g
nie	O
chcemy	R2eiR1meR0yć
.	O

To	1
kwestia	O
istnienia	R2nćD1iD0a
całej	R1eyD0j
wielkiej	D1eD0j
organizacji	R0ia
.	O

Dopiero	1
teraz	O
ją	R1joR0ąn
zauważył	R0łć
.	O

Mógł	R1gcD0ł
by	O
mnie	R3mjR2naD1iD0e
przecież	O
pocałować	O
,	O
wcale	O
by	O
m	R0mbI0yI0ć
się	O
nie	O
broniła	R1łćD0a
.	O

Co	1
wam	R1ayD0m
wpadło	R2dśR1łćD0o
do	O
głowy	R0ya
?	O

Chciał	R1aeR0łć
em	R1ebR0myI0ć
zeznawać	O
w	O
jego	R3joR2enD1gD0o
sprawie	R1iaD0e
,	O
ale	O
sąd	O
nie	O
był	R0łć
ciekaw	I0y
.	O

To	1
pochlebia	I0ć
facetom	D1oD0m
.	O

Ale	1
natychmiast	O
nadbiega	I0ć
myśl	O
,	O
która	R0ay
wszystko	O
burzy	I0ć
.	O

Chodziło	R1łćD0o
o	O
to	O
,	O
aby	O
wyciągnąć	O
z	O
katastrofy	R0ya
mądre	R0ey
i	O
dobre	R0ey
wnioski	R1keR0ik
.	O

-	O
Hasła	R0ao
pacyfistyczne	R0ey
i	O
ekologiczne	R0ey
mają	R2aiR1jeR0ąć
niejedno	R1neR0on
imię	O
.	O

–	O
ale	O
ja	O
wodę	R0ęa
piję	R1jćD0ę
nadal	O
.	O
.	O

on	O
występuje	R2uoR1jwR0eaI0ć
jakby	O
.	O

-	O
Zresztą	1
to	O
małe	R0ey
,	O
niegroźne	R0ey
pieski	R1keR0ik
.	O

-	O
Nóż	1
niezbyt	O
sprawnie	O
odkrawał	R0łć
ziemniaczane	R0ey
